DC-9-82(MD-82),09/09/1985,MCDONNELL DOUGLAS,1929,0,1893.0,21523.31316
DC-9-82(MD-82),09/13/1985,MCDONNELL DOUGLAS,1033,0,2357.0,26571.81274
DC-9-82(MD-82),09/17/1985,MCDONNELL DOUGLAS,701,0,2038.0,23275.88442
757-224,01/16/1998,BOEING,1637,0,1552.0,18027.82668
757-224,03/27/1998,BOEING,157,0,716.0,8255.9142
DC-9-82(MD-82),09/23/1985,MCDONNELL DOUGLAS,701,0,1483.0,16968.88096
DC-9-82(MD-82),10/07/1985,MCDONNELL DOUGLAS,1521,0,2716.0,31533.40796
737-724,01/26/1999,BOEING,661,0,4782.0,54350.63048
DC-9-82(MD-82),03/10/1986,MCDONNELL DOUGLAS,2045,0,2549.0,28974.55736
DC-9-82(MD-82),03/10/1986,MCDONNELL DOUGLAS,432,0,2702.0,30215.3585
A319-114,12/22/1999,AIRBUS INDUSTRIE,1515,1,1469.0,16579.42068
737-322,11/14/1986,BOEING,1925,0,2263.0,25723.69056
A320-211,08/01/1989,AIRBUS INDUSTRIE,673,1,2948.0,34716.68248
737-3G7,06/27/1997,BOEING,2456,1,8491.0,89812.43738
A319-114,12/22/1999,AIRBUS INDUSTRIE,1515,1,1486.0,17854.01796
737-322,01/09/1987,BOEING,2811,0,2557.0,25862.0938
737-3G7,01/23/2002,BOEING,2456,0,8833.0,93528.40344
737-322,01/16/1987,BOEING,1289,0,517.0,6265.16062
A320-211,09/07/1989,AIRBUS INDUSTRIE,1716,0,1956.0,23676.61008
737-322,02/06/1987,BOEING,2811,0,2534.0,25813.8136
A320-211,09/05/1989,AIRBUS INDUSTRIE,1508,0,1853.0,22154.17444
737-3G7,09/14/2000,BOEING,2454,0,7685.0,82367.63054
737-322,02/10/1987,BOEING,415,0,1890.0,20612.42672
A320-211,08/01/1989,AIRBUS INDUSTRIE,673,0,1474.0,17511.22854
737-3G7,02/28/2006,BOEING,2456,4,7665.0,83470.02844
737-322,02/19/1987,BOEING,590,0,583.0,6966.8328599999995
737-3G7,09/28/2005,BOEING,2454,2,7727.0,82781.23092
737-322,03/10/1987,BOEING,2809,0,1562.0,18140.48048
737-3G7,09/28/2005,BOEING,2456,0,8512.0,90282.36466
737-322,03/27/1987,BOEING,2070,0,1295.0,14448.65452
737-3G7,09/28/2005,BOEING,2456,2,7732.0,85071.32174
737-322,04/16/1987,BOEING,2815,0,4389.0,45064.73868
A320-211,05/23/2006,AIRBUS INDUSTRIE,677,1,2064.0,24082.16376
A320-211,05/23/2006,AIRBUS INDUSTRIE,1716,0,1209.0,14385.89026
737-322,05/12/1987,BOEING,939,0,2006.0,23203.46412
737-3G7,02/28/2006,BOEING,2454,2,6421.0,68263.37478
737-322,01/14/1988,BOEING,1289,0,238.0,2689.20714
A320-211,11/13/1990,AIRBUS INDUSTRIE,1508,0,867.0,10724.64176
737-322,06/21/2004,BOEING,2165,0,2027.0,22839.75328
A320-211,10/20/2004,AIRBUS INDUSTRIE,677,0,2027.0,23375.6635
737-3S3,11/07/1990,BOEING,2458,2,8124.0,87243.93074
737-322,01/14/1988,BOEING,1034,0,1631.0,17860.45532
A320-211,09/21/2004,AIRBUS INDUSTRIE,677,0,2567.0,29318.95612
737-3S3,11/21/1990,BOEING,2456,1,8402.0,90259.8339
737-322,01/20/1988,BOEING,1034,0,1705.0,19650.0414
A320-211,09/22/2004,AIRBUS INDUSTRIE,677,0,2550.0,29291.59734
737-3S3,12/06/1990,BOEING,2528,0,3018.0,32878.8162
737-322,01/21/1988,BOEING,2811,0,2809.0,29143.53806
A320-211,10/21/2004,AIRBUS INDUSTRIE,1716,1,2066.0,23982.38468
737-3S3,01/09/1991,BOEING,2458,2,8757.0,96327.0457
A320-211,10/21/2004,AIRBUS INDUSTRIE,677,0,2021.0,24288.15928
A320-211,10/21/2004,AIRBUS INDUSTRIE,677,1,2433.0,29607.02798
737-322,04/19/1988,BOEING,1698,0,801.0,9282.67312
A320-211,10/12/2004,AIRBUS INDUSTRIE,1214,0,2202.0,24172.2868
767-223,04/09/2004,BOEING,677,0,4964.0,58811.72096
A320-211,09/22/2004,AIRBUS INDUSTRIE,1508,0,2847.0,35223.62458
767-223,04/09/2004,BOEING,83,0,4268.0,49696.4192
A320-211,09/22/2004,AIRBUS INDUSTRIE,677,2,1303.0,15316.08878
767-223,05/05/1986,BOEING,677,0,3030.0,37209.55014
A320-211,01/14/1992,AIRBUS INDUSTRIE,673,0,1739.0,19519.68486
767-223,05/19/1986,BOEING,677,0,3952.0,45922.5169
737-3G7,06/26/2001,BOEING,2289,2,5587.0,58943.68684
A320-211,01/15/1992,AIRBUS INDUSTRIE,677,0,3066.0,33891.09106
767-223,11/19/1986,BOEING,677,0,2346.0,28058.8429
A320-211,02/03/1992,AIRBUS INDUSTRIE,671,0,1392.0,16048.33848
767-223,09/17/1986,BOEING,677,0,3290.0,38403.68042
A320-211,02/11/1992,AIRBUS INDUSTRIE,671,1,3213.0,37821.09934
767-223,12/24/1986,BOEING,677,0,3748.0,43165.71748
737-322,09/08/1988,BOEING,1666,0,865.0,10256.32382
A320-211,03/02/1992,AIRBUS INDUSTRIE,677,1,1765.0,19559.91836
737-524,04/14/1996,BOEING,1847,0,1162.0,12644.58438
737-322,09/11/2007,BOEING,337,0,1202.0,14744.773079999999
A320-211,03/04/1992,AIRBUS INDUSTRIE,673,0,2475.0,27112.55098
767-223,12/10/1999,BOEING,83,0,1209.0,14712.58628
A320-211,04/01/1992,AIRBUS INDUSTRIE,677,0,3419.0,38731.98578
737-322,06/30/2006,BOEING,2811,0,3729.0,38218.60632
767-223,04/09/2004,BOEING,677,0,4069.0,47123.084539999996
A320-211,04/08/1992,AIRBUS INDUSTRIE,347,0,1293.0,15234.01244
737-322,07/14/2006,BOEING,1822,0,807.0,9290.71982
767-223,04/09/2004,BOEING,677,0,2795.0,32980.20462
A320-211,05/05/1992,AIRBUS INDUSTRIE,677,0,1905.0,21579.64006
